Codigo,Nombre,Stock
"ANTON","CUADERNOS DE ADRIANA VOL 1 GARCIA ABRIL",0
"ANTON2","CUADERNOS DE ADRIANA VOL 2 ANTON GARCIA ABRIL",0
"AP09","DELANTAL SONATA MOZART",0
"AP-470BK","PIANO DIG CELVIANO AP-470BK KIT",0
"APCSSC","UKELELE SOPRANO APC MADERA KOA",0
"AQUILATRIPA","JUEGO CUERDAS VIOLÍN TRIPA AQUILA",0
"ARCKRE34","ARCO VIOLÍN 3/4 KREUTZER BRASIL",1
"ARCKRE44","ARCO VIOLÍN 4/4 KREUTZER",1
"ARCO","ARCO CELLO CORINA 1/2",0
"ARCO1/2","ARCO CELLO 1/2 KREUTZER BRASIL",0
"ARCO1/4","ARCO CELLO 1/4 KREUTZER",1
"ARCO1/8","ARCO VIOLÍN 1/8 KREUTZER SCHOOL",0
"ARCO3/4","ARCO CELLO 3/4 KREUTZER",1
"ARCO4/4","ARCO CELLO KREUTZER 4/4",2
"ARCOIRIS","CORREA GUITRRA NYLON-PIEL (ARCOIRIS)",0
"ARCVIOLA","ARCO VIOLA 13-14"" KREUTZER",0
"ARGOLLA","ARGOLLA PORTA ATRIL",0
"ARION","AFINADOR+METRÓNOMO PINZA ARION UMC60",0
"armlucena","MÉTODO DE ARMÓNICA. TORRES LUCENA",0
"ARPA1","CUERDAS ARPA",0
"ARPA2","CUERDAS ARPA",0
"ARSA","CAJON FLAMENCO RITMO ARSA",1
"artist3d","ESTUCHE CELLO ARTIST CONFORT AZUL 3D",0
"AS060C44","VIOLONCHELO HOFNER S-60 4/4",0
"AS060V34","VIOLÍN HOFNER-ALFRED S60 3/4",0
"AS060V44","VIOLÍN HOFNER-ALFRED S.60 4/4",0
"AS160V34","VIOLÍN 3/4 HOFNER S160 3/4",0
"AS160VA14","VIOLA HOFNER-ALFRED S.160 14""",0
"AS2150","SAXO ALTO AS2150. ANTIQUA VOSI (BOQUILLA 4C Y ESTU",0
"AS23C12","ARCO CELLO HOFNER 1/2 AS23",0
"AS650","SAXOFÓN ALTO CONN",0
"ASR23","ALMOHADILLA WOLF VIOLÍN 1/4-1/2",0
"ASR24","ALMOHADILLA WOLF VIOLÍN 3/4-4/4",1
"at-02","ATRIL PLEGABLE CON FUNDA AT-02 GUIL",0
"AT10","AFINADOR PINZA ADMIRA AT-10",6
"AT12","ATRIL DIRECTOR DOBLE REPISA EN BANDEJA GUIL",0
"AT-12","ATRIL DE ORQUESTA CON BANDEJA METÁLICA",0
"ATA40","TRIÁNGULO ÁNGEL 12.6 CM",0
"ATD02","ATRIL DIRECTOR / MUSIC STAND ATD02",1
"Atelier","VIOLIN ANTONIO WANG ATELIER 4/4",0
"ATPCLAM","ATRIL MARCHA TROMPETA LARGO AMADEUS",2
"ATRILLIGERO","ATRIL LIGERO NEGRO ALUMINIO RAGTIME",0
"ATT-16A","ATRIL ESTUDIO BASICO METAL PLEGABLE FUNDA ATT-16A",0
"AUBERT12","PUENTE VIOLÍN AUBERT 1/2",0
"AUBERT5NT4/4","PUENTE VIOLÍN AUBERT 7 4/4",0
"AUBERT74/4","PUENTE VIOLÍN AUBERT 7 4/4",2
"AUBERTVIOLA","PUENTE VIOLA AUBERT PREPARADO 13 Y 14",2
"AUBERTVIOLIN","PUENTE AUBERT PREPARADO VIOLÍN 4/4",0
"AUR","AURICULARES KELLER",0
"AUT0210BA","PARCHE 10"" REMO AMBASSADOR BLANCO AUT-0210-BA",1
"AUT0218BA","PARCHE 18"" REMO UT AMBASSADOR BLANCO AUT-0218-BA",1
"AUT0308","PARCHE 8"" UT PINSTRIPE TRANSPARENTE",0
"AVDIW","DIAPASÓN PEQUEÑO HORQUILLA WITTNER",0
"AVL12","ARCO VIOLIN AMADEUS 1/2",0
"awb808","TABLA DE LAVAR",0
"AX-25N3","CARRILLÓN TECLAS DE COLORES",0
"AX3000G","PEDALERA KORG AX3000G",0
"B001","FUNDA ATRIL MSP24",0
"B108D","MONITOR AUTOAMP. BEHRINGER B108D 300W",0
"B121D","MONITOR BEHRINGER AUTOAMPL. EUROLIVE B212D 550W",0
"B2050","BOMBO CHARANGA B2050 50x20 JINBAO",0
"B2055","BOMBO CHARANGA JINBAO 55x20",0
"B30","AMPLIFICADOR BAJO EK EB30 30W",0
"B615D","MONITOR AUTOAMPLIFICADO BEHRINGER B615D,1500W",0
"B8203","CUERDA 3ª GUIT.CLÁSICA LABELLA FLAMENCO",0
"BA","GLOBOS DE COLORES (CAJA DE 10)",0
"BA-0803","BATERIA 5 PIEZAS SENIOR BA-0803",0
"BA-165-P2","BATERIA JUNIOR 5 PIEZAS CON PLATO",0
"BAB70","BABEROLA INFANTIL ROSA Y AZUL",0
"BACCHUS","MANIVELA CLAVIJAS BACCHUS",0
"BACHTROMBÓN","MUELLE LLAVE DESAGUE TROMBÓN BACH",1
"BAGTROMB","ESTUCHE BAGS TROMBÓN FIBRA VIDRIO",0
"ba-infantil","BATERÍA INFANTIL 3 PIEZAS CONSOLAT DE MAR",0
"bam5001sr","ESTUCHE BAM 5001 SR",0
"BAM5141S","ESTUCHE VIOLA 4/4 BAM STYLUS 5141S",0
"BAND100","BANDURRIA JOSE MÁS PINO Y CAOBA",0
"BAND200","BANDURRIA JOSE MÁS PINO Y PALOSANTO",0
"BAND-305","BANDURRIA APC BAND-305",0
"BAND3C","BANDURRIA ALHAMBRA 3C CEDRO-SAPELLY",0
"BAND4P","BANDURRIA 4P ALHAMBRA PALO SANTO",0
"BANDGOLD","JUEGO CUERDAS BANDURRIA ROYAL CLASSICS GOLD",0
"BANDO1","BANDOLERA BÁSICA NEGRA KELLER",0
"BANDOLERA","BANDOLERA GUITARRA ORTOLA",0
"Barbada","BARBADA VIOLIN BERBER CENTRAL PALISANDRO 4/4-3/4",1
"BASSDRUM","PARCHE 22"" REMO BASS DRUM",0
"BASSGIGBAG34","FUNDA THOMAN CONTRABAJO 3/4",0
"BASSPRO","CAJÓN FLAMENCO BASS PRO LEIVA PERCUSSION",0
"BATUTA","BATUTA DIRECTOR",0
"BATUTA1","BATUTA FERRER",0
"BATUTAMADERA","BATUTA ARTESANA DE MADERA",0
"baum120","ARCO VIOLIN MARCUS BAUM 120 4/4",0
"BB852","FAGOT DE MADERA",0
"BC2541","CLARINETE SIB BUFFET CRAMPON BC2541-2-0GB PRODIGE",0
"BCA10851","JUEGO ZAPATILLAS CLARINETE BUFFET PIEL DOBLE",0
"BCA1111","GRASA PARA CORCHOS BUFFET BCA1111",0
"BCK000","PAÑUELO BUFFET MICROFIBRA CLARINETE",0
"BCK1000","PAÑUELO BUFFET MICROFIBRA CLARINETE",0
"BCM","TAZA PORCELANA (VARIOS MODELOS)",0
"BD2521H","CORDON CLARINETE/SAXOFON, GANCHO METÁLICO. N 2521",0
"BERNARDEL","RESINA INSTR.ARCO GUSTAVE BERNARDEL",2
"BERNOLD","LA TÉCNICA DE LA EMBOCADURA. PHILIPPE BERNOLD",0
"BEV","TAZA VIVALDI CON PLATO",0
"BEW30","SÁBANA Y DOS COJINES PENTAGRÁMA CON TABLATURA ACOR",0
"BEW31","FUNDA COJÍN PENTAGRAMA",0
"BH1000394-00","TECHNITUNES ACOMPAÑAMIENTO DE PIANO. SHEILA NELSON",0
"BIL02","40 ETUDES CLARINETE.C.ROSE",0
"BIL0240","40 ETUDES VOLUMEN 2. C ROSE",2
"BIM0002","MARCELLO,BENEDETTO SONATA,TROMPETA Y PIANO",0
"BIM0128","RULE BRITANNIA TROMPETA Y PIANO,HARTMANN JOHN",0
"BIM02162541","WARM-APS+STUDIES+2C.D EXPLICACIONES CASTELLANO",0
"BIUMB180","CAJA ROYAL MB BIU MB180 15""",0
"BJ60","JUEGO CUERDA BAJO ACUSTICO ROYAL CLASSICS BJ60",0
"BL66","LAPIZ ROSA Y AZUL",0
"BLMC","LAPIZ COLORES NOTA COLGANDO",0
"BM-800","KIT MICROFONÍA F-ZONE BM-800",1
"BMB3","CUERDA 3ª BAND. LABELLA PAR",0
"BMB5","CUERDA 5ª BAND. LABELLA UNIDAD",0
"BMB6","CUERDA 6 BANDURRIA LABELLA PAR",0
"BML3","CUERDA 3ª LAUD LABELLA PAR",0
"BML5","CUERDA 5ª LAUD LABELLA UNIDAD",0
"BML6","CUERDA 6ª LAUD LABELLA UNIDAD",0
"BMTR15C","BOQUILLA TROMPETA JUPITER 1 1/2",0
"BMTR7C","BOQUILLA TROMPETA JUPITER 7C",0
"BO-1142","BOMBARDINO SIb (3 PISTONES + 1)",0
"BO-1181","PISTON 3 BO-1181 COMPLETO",0
"BOI00031386","ALBUM DE LA JUVENTUD. Op.68 + ESCENA DE NIÑOS",0
"BOI00112236","24 PEQUEÑOS ESTUDIOS DE VELOCIDAD Op.636",0
"BOI00142238","30 ESTUDIOS DE MECANISMO Op.849",0
"BOI00340041","LAZ METODO GRADUADO DE SOLFEO VOL II",0
"BOI0059","CZERNY.OPUS 740.BOILEAU",0
"BOI00651311","ALBUM PARA ANA MAGDALENA BACH",0
"BOI0081","371 CORALES,J.S.BACH.TOMO PRIMERO Nº57",0
"BOI0088","371 CORALES,J.S.BACH.TOMO SEGUNDO",0
"BOI01652831","ALBUM DE 20 PIEZAS FÁCILES PARA PIANO",0
"BOI0344","COSUMB,JOAQUÍN PRIMER LIBRO DE PIANO",0
"BOI1094","ESTUDIOS ED.COMPLETA OP.10 Y 25.CHOPIN",0
"BOI1182","BOMBARDINO EN DO CONSOLAT DE MAR 4 CILINDROS",0
"BOLIART","BOLIGRAFO ARTESANO MADERA",0
"BOLICLAVE","BOLI CLAVE DE SOL",0
"BOLICOLOR","BOLÍGRAFO DE COLORES",0
"BOLILAPIZ","SET BOLÍGRAFO + LAPIZ CON MOTIVOS MUSICALES",0
"bolioro","BOLÍGRAFO CRISTAL ORO CLAVE DE SOL",0
"BOLIPENTA","BOLÍGRAFO MARCADOR PARTITURAS NOLIGRAF",2
"BOLISURTIDO","BOLÍGRAFOS SURTIDOS PUNTA FINA",0
"BOLSADEPORTE","BOLSA DEPORTE PLEGABLE MÚSICA CON FUNDA",1
"bombar. tope","Tope tapa superior bombardino fieltro",0
"BON15","ALMOHADILLA VIOLA BONMUSICA 15 1/2",0
"bon3/4","ALMOHADILLA BONMUSICA VIOLIN 3/4",0
"bon4/4","ALMOHADILLA VIOLIN BONMUSICA 4/4",0
"BONGOMESA","BONGO J. MESA",0
"BORDONERO","BORDONERO COMPLETO SAYÓN NP PLATA",0
"bq-05","BANQUETA Y RESPALDO BQ-05",0
"BR1","PORTAFOTOS GRIS METALICO CON NOTAS",0
"BRK04592811","KONCERT FÜR HORN UND ORCHESTER Nº 1 MOZART",0
"BROCHEVIOLINB","BROCHE VIOLIN BRONCE BRILLO",1
"BROUWER1","MÚSICA INCIDENTAL CAMPESINA. LEO BROUWER",1
"BROUWER2","DOS CANCIONES. LEO BROUWER",0
"BS050B","ATRIL HERCULES BÁSICO BS050B",0
"BS11","CUERDA 1ª BANDURRIA SOLISTA ROYAL CLASSICS",1
"BS12","CUERDA 2ª BANDURRIA SOLISTA ROYAL CLASSICS",14
"BS13","CUERDA 3ª BANDURRIA SOLISTA ROYAL CLASSICS",14
"BS1308","ATRIL ORQUESTA BANDEJA LISA O  AGUJEROS",0
"BS14","CUERDA 4ª BANDURRIA SOLISTA ROYAL CLASSICS",31
"BS15","CUERDA 5º BANDURRIA SOLISTA ROYAL CLASSICS",9
"BS16","CUERDA 6º BANDURRIA SOLISTA ROYAL CLASSICS",9
"BS650","SAXOFON BARITONO CONN",0
"BSHS24","FUNDA SURDO 24""x60 CM BAHIA STYLE",0
"BSS105","CABLE MINI JACK-MINI JACK",0
"BUFAZUL","BUFANDA AZUL TECLADO",0
"BUFFETE11","CLARINETE BUFFET E11 PLATEADO",0
"BUFNEGRA","BUFANDA NEGRA CLAVE DE SOL",0
"BUGERAV5","AMPLIFICADOR BUGERA V5 VÁLVULAS",0
"BWT1","BOLSO NEGRO LONA CORCHEA/FORTE/SEMI",0
"C025C","PAR CLAVES NACH MADERA SAPELLI",0
"C1125","JUEGO CUERDAS VIOLA EVA PIRAZZI GOLD",0
"C148","ALFOMBRILLA RATON  CUADRADA COMPOSITORES",0
"C16","GUITARRA ROCIO C16 CADETE 3/4 90 CM",0
"C16PK","GUITARRA CLASICA ROCIO 3/4 ROSA",0
"C1BC","GUITARRA ELECTRO ACÚSTICA STIX C1BC NATURAL",0
"C2","GUITARRA CLÁSICA QUILES CEDRO-PALO SANTO C2",0
"C-21","FLAUTA DULCE TRAVESERA AULOS C-21",0
"C2C","GUITARRA CLÁSICA QUILES ABETO-COCOBOLO",0
"C2Z","GUITARRA CLÁSICA QUILES CEDRO-ZIRICOTE MOD.C2Z",0
"C34/GAUBB-5","ARCO CONTRABAJO GAUDIERI BB-5 3/4 ALEMÁN",0
"C-5201547","ABRAZADERA SAXO ALTO LUCIEN LG-15",0
"C5307743","GUITARLELE APC GS",0
"C-5500016","PAR MAZAS XILOFONO IÑAKI BEGINNER",0
"C600","CORNETA TIZONA DO/RE LATÓN PULIDO",0
"C6N","GUITARRA ROCIO CADETE 75CM 1/4",0
"C6RO","GUITARRA ROCIO CADETE C6 ROSA",0
"C7N","GUITARRA CLÁSICA CADETE ROCIO C7N 85 cm",1
"C7PK","GUITARRA ROCIO 1/2 ROSA",0
"CA500","JUEGO CUERDA UKELELE SOPRANO/CONCIERTO ADMIRA",0
"CA502","CUERDA 2ª UKELELE ADMIRA",0
"CADET","BATERIA CADETE 4 PIEZAS AZUL",0
"CAFU","CARPETA ARBOL/INSTRUMENTOS",3
"CAGT14","ESTUCHE GUIT.CLÁSICA FIBRA VIDRIO",0
"CAJA14","PARCHE 14"" JINBAO CAJA BLANCO",0
"CAJAJIMBAO","CAJA INFANTIL JIMBAO 10 X 5 ROJA",0
"CALCETÍN","CALCETINES MOTIVOS MUSICALES",3
"CALCETÍNBEBE","CALCETINES NOTAS MUSICALES DE NIÑO",0
"CALEIDO","CALEIDOCOSPIO CON MOTIVOS MUSICALES",0
"CALIGRAFIA","CALIGRAFIA MUSCIAL",0
"Cambio cuerda","",0
"CAMINANTE","CAMINANTE.BROUWER",0
"CAMISETA","CAMISETA PATOFUSO",0
"CAMPOS","CD ÁLVARO CAMPOS Y ANGEL A.MUÑOZ",0
"CAN06","UKELELE SOPRANO CANIGÓ ROSA",0
"CAÑAGARA","CAÑA OBOE GARA SHANGAI",0
"CAPO","CEJILLA METÁLICA VARIOS CORDAJES",0
"CARPETA","CARPETA VALLES TRADE VARIADA",0
"CARRO","CARRO CONTRABAJO",0
"CARTAS","CARTAS MUSICALES",0
"CARTELES","CARTELES",0
"CASTILLO201","GUITARRA CLÁSICA PACO CASTILLO 201 BRILLO CEDRO-SA",0
"CASTILLO201M","GUITARRA CLÁSICA PACO CASTILLO 201 MATE CEDRO-SAPE",0
"CASTILLO202","GUITARRA CLÁSICA PACO CASTILLO 202.CEDRO SAPELLY T",0
"CASTILLO203","GUITARRA CLÁSICA PACO CASTILLO 203.CEDRO-PALOSANTO",0
"CASTILLO204","GUITARRA CLÁSICA PACO CASTILLO MOD.204",0
"CASTILLO213F","GUITARRA FLAMENCA PACO CASTILLO 213F ABETO-SICOMOR",0
"CASTILLO222","GUITARRA CLÁSICA PACO CASTILLO 222CE CEDRO-SAPELLY",0
"CASTILLOB4","BANDURRIA PACO CASTILLO MOD.B4 ABETO-SAPELLY",0
"CAVA17F","ESTUCHE VIOLA FIBRA VIDRIO",0
"CB-01","CONTRABAJO CB-01 (4/4)",0
"CB-21","CONTRABAJO CB-21 (4/4)",0
"CBAJO1/4PRIMO","CONTRABAJO 1/4 PRIMO ARCO ALEMÁN",0
"CBT04","BAQUETA TAMBORÍN 7 STICKS PRO",0
"CC1044","ARCO CELLO 4/4 RAPSODY CC-10",0
"CC44","ARCO CELLO COMPOSITE LUTHIERS CLAR 4/4",0
"CCELLO4/4","PUENTE CELLO AUBERT PREPARADO 4/4 FRANCÉS 90mm",0
"CCT1CBK","CEJILLA ADMIRA CLÁSICA NEGRA CCT1CBK",9
"CCT420","FUNDA CORNETA MICHAEL",1
"CDP120","PIANO CASIO CDP120,88 TECLAS,AURICULARES Y SOPORTE",0
"CDP120KIT","PIANO CASIO CDP120 KIT CON MUEBLE Y AURICULARES",0
"CDP-1RW","PIANO DIGITAL CDP-1 RW (3 PEDALES)",0
"CDP-S100","PIANO CASIO CDP-S100 NEGRO",0
"CDP-S350","PIANO DIG CASIO CDP-S350 NEGRO CON SOPORTE",0
"CDP-S360","PIANO DIGITAL CASIO CDP-S360 NEGRO",0
"CDQ","ADAPTADOR DE CORRIENTE UNIVERSAL 9V",0
"CE-11","VIOLONCHELLO 1/2 CONSOLAT",0
"CEJ152","CEJUELA PLASTICO SUPERIOR HERIBA 152",4
"CEJ405","CEJUELA HUESO GOTOH 405-SR",4
"CEJ434","PUENTE HUESO GOTOH 434-LR",2
"CEJINF","PUENTE PLASTICO HERIBA",1
"CELLOK2","CELLO 1/2 KREUTZER SCHOOL I EB CALIBRADO",0
"CELLOK3","CELLO 3/4 KREUTZER SCHOOL CALIBRADO",0
"CELLOPHANT","CORRECTOR DEDOS ARCO CELLO ELEFANTE",0
"CF1","GUITARRA FLAMENCA QUILES CF1 ABETO Y BRINA",0
"CG018E","ESTUCHE GUITARRA ELÉCTRICA RECTÁNGULAR",0
"CGRA4/4","ARCO CELLO CALAXY GRAPHITE 4/4",0
"CHAL","CHAL CON NOTAS (VARIOS COLORES)",0
"CHARM11A","CUERDA VIOLA CHARM 1ª LA 11""",0
"CHARM4/4","JUEGO CUERDAS CELLO CHARM 4/4",0
"chiarugui","TUDEL OBOE CHIARUGI",0
"CHILDIV","CHILDREN IV",0
"CHILDRENI","CUADERNOS CHILDREN I",0
"CHILDRENII","CUADERNOS CHILDREN II",0
"CHILDRENIII","CUADERNOS CHILDREN III",0
"CHILDRENIV","CUADERNOS CHILDREN IV",0
"CH-SCKB","DOSIER TECLADO, NOTAS Y PENTAGRAMA",1
"circus","ARCO VIOLIN 4/4 CIRCUS",2
"city","ESTUCHE VIOLIN RAPSODY CITY RECTANGULAR 4/4 AZUL",0
"CK08GH","CORCHO LÁMINA PISONI 150x100x0.8",0
"CK12GH","CORCHO LÁMINA PISONI 150x100x1.2",0
"CK62","TECLADO RINGWAY CK62",0
"CK68","TECLADO RINGWAY CK68.SENS.TACTO.61 TECLAS",0
"CL004","LAMPARA ATRIL DOBLE 4 LEDS",0
"CL2220","CLARINETE Sib ANTIGUA VOSI",0
"CL-26II","PIANO KAWAI CL-26II",0
"CL350","CLARINETE J.MICHAEL MOD.300",0
"CL-350","CLARINETE 17 LLAVES DE RESINA CON POLVO DE EBANO",0
"CL-36","PÌANO KAWAI CL-36",0
"CL360","CLARINETE J.MICHAEL EBONITA CL360",0
"CL400","CLARINETE J.MICHAEL MOD.400",0
"CL430","CLARINETE J.MICHAEL ÉBANO 430",0
"CL460","CLARINETE J MICHAEL CL460",0
"CL-530-3","CLARINETE 17 LLAVES DE RESINA CON POLVO DE ÉBANO C",0
"CL-530J","CLARINETE 17 LLAVES, DE RESINA CON POLVO DE EBANO",0
"CL560ES","CLARINETE REQUINTO CL560ES",0
"CL651","CLARINETE LEBLANC",0
"CL804N17","CLARINETE AMADEUS CL-804N17",0
"CL8103","CLAVE MADERA PALOSANTO 25MM",0
"CLA107","CLAVIJERO GUIT.CLÁSICA ADMIRA MOD107",0
"CLA165","CLAVIJERO GUIT.CLÁSICA ADMIRA MOD165",0
"CLA250","CLAVIJERO GUITARRA CLÁSICA ADMIRA CLA250",0
"CLA255","CLARINETE YAMAHA 255N",0
"CLA255S","CLARINETE YAMAHA 255S",0
"CLAGLOTINF2","JUEGO ZAPATILLAS CLARINETE GLOTIN F2, 17/6",1
"CLARINEO","CLARINEO STANDARD",0
"CLARKE","FLAUTA IRLANDESA ORIGINAL CLARKE EN DO",0
"CLAVACUST","CLAVIJA GUITARRA ACUSTICA/ELECTRICA LUTHIER J333C-",12
"clavln1/2","CLAVIA VIOLIN MADERA EBONIZADA 1/2",0
"CLIMA","CAJON FLAMENCO RITMO LIMA",0
"CLIPCOLOR","AFINADOR PITCHCLIP COLORES GUITARRA. KORG",0
"CLS-101","SOPORTE CLARINETE CLS-101",0
"CLSUA10","SURDO 24""x50cm.8 TENSORES LIGHT",0
"CMAV2","AFINAPRIMAS VIOLIN 1/4 - 1/2",0
"CMH-30","CABLE LEEM JACK CANNON CMH-30",0
"CML-30","CABLE LEEM CANNON CANNON CML-30",0
"CN25","PIANO KAWAI CN25",0
"CN27","PIANO KAWAI CN27",0
"CO-1700","CORNETA DO/REb TRANSPOSITOE DE RULINA",0
"CO-700","CORNETA SIB- 2 PISTONES CONSOLAT",0
"COMOSONSAX","COMO SONAR EL SAXOFÓN 1 (ISRAEL MIRA)",0
"COMPAR","COMPARTIMENTO DUNLOP PUAS",0
"COMPENDIO","COMPENDIO DE ARMONIA RAZONADA. VOL 1. RASO DEL MOL",3
"COMPENDIO3","COMPENDIO DE ARMONÍA RAZONDA. VOL 3. RASO DEL MOLI",0
"COMPENDIOER","COMPENDIO DE ARMONIA RAZONADA. VOL 1. EJ RESU RASO",0
"COMPENSADOR","COMPENSADOR SUELTO UNIDAD",0
"COMPGLOTIN","COMPENSADOR GLOTIN FINO",0
"CONCARRACAMAD","CONSOLAT CARRACA MADERA",0
"CONCONE","LYRICAL STUDIES.CONCONE.TROMPETA",0
"CON-TACTO","CON-TACTO VOLUMEN 1º",0
"CONTR34KR","CONTRABAJO 3/4 KREUTZER ARCO ALEMÁN",0
"CONTRKRE","ARCO CONTRABAJO 4/4 ALEMÁN KREUTZER",0
"COPLA","CANCIONES COPLA QUIROGA,PIANO Y VOZ",0
"CORCHOSAL","CORCHO SALIVERO RIGOTTI 9mm",0
"corchosal2","CORCHO SALIVERO RIGOTTI 10mm",2
"cordalcello44","CORDAL CHELO EBANO 4/4",0
"CORDCUER","CORDÓN COLLAR CUERO CLAVE SOL Y PIEDRAS",0
"CORDCUERO","CORDÓN CUERO Y CLAVE DE SOL",0
"CORDON","CORDÓN PLATA CLAVE SOL",0
"CORDÓN","CORDÓN PLATA TRES CLAVES SOL",0
"CORDONES","CORDOONES TECLADO 115cm",0
"Corentah2","BOQUILLA HONSUY CORNET H-2",0
"corrector","GUIA PARA ARCO ABC CORRECTOR",0
"CORTG110","GUIT.ELÉCTRICA CORT G110",0
"CORTG250","GUITARRA ELÉCTRICA CORT G250 TOBACCO",0
"COVISC44","VIOLÍN KREUTZER SCHOOL 4/4 SET",0
"CP1","PALILLOS COLORES FIESTA CLAVE DE SOL",0
"CP101","BANDOLERA ACOLCHADA",0
"CP-11","BOQUILLERO CLARINETE LUCIEN PLATEADO",0
"CP768","CAÑAS FAGOT (10) RIGOTTI GUBIADAS Y AFILADAS",0
"CPEN08","PARCHE DE NAPA DE 24""",0
"CPEP03","PARCHE 10"" CONTEMPORANEA",0
"CPEP04","PARCHE 12"" CONTEMPORANEA",0
"CPEP05","PARCHE PLÁSTICO 14""",0
"CPEP09","PARCHE 22"" CONTEMPORANEA",0
"CPEP10","PARCHE 24"" PLÁSTICO PARA SURDO",0
"CR1","CAJÓN RUMBERO CR1",0
"cr2","CAJON RUMBERO CR2",0
"CR20","CABLE LEEM RECTO CR-20",0
"CR200GT","GUITARRA ELÉCTRICA CORT SERIE CR200 LES PAUL GOLD",0
"CR-25","RESINA VIOLÍN, VIOLA, CELLO CR-25 CECILIA STELLARE",3
"CR250VB","GUIT.ELÉCTRICA CORT LES PAUL SUNBURST",0
"CR25BX","AMPLIFICADOR BAJO ORANGE CR25BX",0
"CR3","CAJON FLAMENCO RITMO CR3",0
"CRJ","CAJÓN FLAMENCO JUNIOR CRJ",0
"CSG002A","ESTUCHE GUITARRA CLÁSICA RÁPSODY CSG002A",0
"CSH5","CABLE COLUMNA JACK-JACK 1.5 M.",0
"CST50","CABLE BAFLE LEEM CST50 (15m)",0
"CSV002A","ESTUCHE VOLÍN/VIOLA 13""-3/4",0
"CSV021","ESTUCHE VIOLÍN RAPSODY RECTANGULAR CSV021 4/4",0
"CTK1100","TECLADO CASIO CTK1100 5 OCTAVAS",0
"CTK1300","TECLADO CASIO CTK1300 CON ADAPTADOR",0
"CTK1500","TECLADO CASIO CTK1500 CON ADAPTADOR",0
"CTK1550","TECLADO CASIO CTK1550 CON ADAPTADOR AD-95",0
"CTK2200","TECLADO CASIO CTK2200",0
"CTK240","TECLADO CASIO CTK245 4 OCTAVAS",0
"CTK3200","TECLADO CASIO CTK3200",0
"CTK3500","TECLADO CTK3500 CON ADAPTADOR",0
"CTK4400","TECLADO CASIO CTK4400 KIT",0
"CT-S100","TECLADO CASIO CT-S100 CASIOTONE + ADAPTADOR AD-95",0
"CT-S100AD","TECLADO CASIO CT-S100 CASIOTONE",0
"CT-S200RD","TECLADO CT-S200RD CASIOTONE",0
"CT-S300","TECLADO CASIO CT-S300 CASIOTONE",0
"CV12","CLAVIJA VIOLIN 1/2",0
"CV34","CLAVIJA VIOLIN 3/4 (EBANO)",2
"CVH","ARMÓNICA CLARKE VICTORIAN DO CVH",0
"CVL2","ESTUCHE VIOLA C.GIORDANO CVL2",0
"CVMZAPPREM","JUEGO ZAPATILLAS PREMIUM  DE LUXE PARA CLARINETE",0
"CVMZAPPREMMUR","JUEGO ZAPATILLAS PREMIUM MURAM. PA DFL-40",0
"CVMZAPYAM","ZAPATILLAS JUEGO, PREMIUM PARA YAMAHA PA DFL-40",2
"CYB300","FUNDA PARA PLATOS STRONGBAG TODAS MEDIDAS ACOLCHAD",0
"D000400000006","SOPORTE FLAUTA. REF STF4030",0
"D000700000003","SOPORTE TROMPETA STF4050",0
"D000800000002","SOPORTE SAXOFÓN STF4060",0
"D2445910","PISTÓN Nº1 SL354V YAMAHA",0
"D4","GUITARRA ACÚSTICA ACADEMY D4",0
"D5","GUITARRA ACÚSTICA ACADEMY D-5",0
"DAMPIT","DAMPIT,HUMIDIFICADOR CELLO",0
"danzifagot","PALAS FAGOT, GTA 15x8,9 (10 UNIDADES)",0
"DAR0030","KOVACS. HOMENAJES CLARINETE",0
"DAS0020","7 EJERCICIOS DIARIOS OP.5 REICHERT,A.FLAUTA",0
"DAS0076","LA FLAUTA TRAVESERA VOL.1 ISABEL ORY",1
"DAS0080","LA FLAUTA TRAVESERA VOL.2,ISABEL ORY",0
"DB0030","BATERIA INFANTIL 3 PIEZAS CON SOPORTES",0
"db0054","CAJA BANDA 14¨x4"" DB0054",0
"DB0086","CAJA INFANTIL 8""x14"" DB0086 ROJO",0
"DB0088","CAJA INFANTIL 8""x5"" DB0088",1
"DB0095","CAJA INFANTIL 12"" x 4"" DB0095",0
"DB0097","CAJA INFANTIL 12""x5"" DB0097",1
"DB0101","CAJA INFANTIL 10""x4"" DB0101 BLANCO",0
"DB0108","CAJA 14""X5,5"" 8 DIV DB0108 4895",0
"DB0256","SOPORTE GUITARRA CLASICA/ACÚSTICA DB0256",0
"db0522","BORDONERO 14"" Y 18 HILOS DB0522",0
"DB0530","BORDONERO CAJA 12"" 24 HILOS DB0530",1
"DB1","PORTA MINAS AZUL, ROSA TECLADO Y NOTAS",0
"DB5460","TAMBOR REGLAMENTO 35x12 DB5460 (CIAN Y AZUL)",0
"DCP.80","CORREA PLATOS CHOQUE CARIB CP-80",0
"DCP101","CORREA BOMBO Y CAJA CINTURA ACOLCHADA",0
"DCPC500","CORREA PICA CELLO CPC500",0
"dd006","MINIATURA OBOE 16CMS",0
"DD130BK","PIE MICRO JIRAFA SOUNDKING NEGRO",0
"DDS590B","SOPORTE CONTRABAJO HERCULES DS590B",0
"DELACRUS3/4","GUITARRA DELACRUS 3/4",0
